# 0.997425
Q1757191	2	0	It	_prp_	PRP	O	c.	O	O/0.999629	O/0.999629	_COMP_/0.000081	_YES_/0.000291
Q815541	2	2	approximately	approximately	RB	O	O	O	O/0.999931	O/0.999931	_COMP_/0.000024	_YES_/0.000045
Q815541	2	3	8,200	_num_	CD	NUMBER	inhabitant	O	O/0.997767	O/0.997767	_COMP_/0.000039	_YES_/0.002194
Q815541	2	4	inhabitants	inhabitant	NNS	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000001	_YES_/0.000006
Q815541	2	5	.	.	.	O	O	O	O/0.999807	O/0.999807	_COMP_/0.000183	_YES_/0.000010

# 0.995858
Q815541	3	0	Until	until	IN	O	O	O	O/0.999976	O/0.999976	_COMP_/0.000009	_YES_/0.000015
Q815541	3	1	1918	1918	CD	DATE	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q815541	3	2	,	,	,	O	O	O	O/0.999956	O/0.999956	_COMP_/0.000015	_YES_/0.000029
Q815541	3	3	``	``	``	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000002	_YES_/0.000009
Q815541	3	4	MOLDAUTHEIN	_propernoun_	NNP	ORGANIZATION	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000003
Q815541	3	5	-	-	:	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q815541	3	8	TYN_NAD_VLTAVOU	_propernoun_	NNP	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q815541	3	9	''	''	''	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q815541	3	10	was	be	VBD	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q815541	3	11	part	part	NN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000004
Q815541	3	12	of	of	IN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q815541	3	13	the	the	DT	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000001	_YES_/0.000006
Q815541	3	14	Austrian	austrian	JJ	MISC	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q815541	3	15	monarchy	monarchy	NN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q815541	3	16	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000003	_YES_/0.000010
Q815541	3	17	Austria	_propernoun_	NNP	LOCATION	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000003
Q815541	3	18	side	side	NN	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000001	_YES_/0.000001
Q815541	3	19	after	after	IN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q815541	3	20	the	the	DT	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q815541	3	21	compromise	compromise	NN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000005
Q815541	3	22	of	of	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q815541	3	23	1867	1867	CD	DATE	O	O	O/0.999987	O/0.999987	_COMP_/0.000002	_YES_/0.000011
Q815541	3	24	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q815541	3	25	,	,	,	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000005	_YES_/0.000003
Q815541	3	26	in	in	IN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q815541	3	27	the	the	DT	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000007
Q815541	3	28	district	district	NN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000001	_YES_/0.000006
Q815541	3	29	with	with	IN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q815541	3	30	the	the	DT	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000002	_YES_/0.000009
Q815541	3	31	same	same	JJ	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000003	_YES_/0.000007
Q815541	3	32	name	name	NN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000004	_YES_/0.000004
Q815541	3	33	,	,	,	O	O	O	O/0.999916	O/0.999916	_COMP_/0.000050	_YES_/0.000034
Q815541	3	34	one	_num_	CD	NUMBER	O	O	O/0.999949	O/0.999949	_COMP_/0.000001	_YES_/0.000049
Q815541	3	35	of	of	IN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000002
Q815541	3	36	the	the	DT	O	O	O	O/0.999953	O/0.999953	_COMP_/0.000043	_YES_/0.000003
Q815541	3	37	94	_num_	CD	NUMBER	bezirkshauptmannschaften	O	O/0.996294	O/0.996294	_COMP_/0.000156	_YES_/0.003550
Q815541	3	38	``	``	``	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000000	_YES_/0.000001
Q815541	3	39	Bezirkshauptmannschaften	bezirkshauptmannschaften	NN	O	O	O	O/0.999979	O/0.999979	_COMP_/0.000014	_YES_/0.000007
Q815541	3	40	''	''	''	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000009	_YES_/0.000003
Q815541	3	41	in	in	IN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q815541	3	42	Bohemia	_propernoun_	NNP	LOCATION	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q815541	3	43	.	.	.	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000011	_YES_/0.000002

# 0.999820
Q1306068	2	0	The	the	DT	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000005	_YES_/0.000009
Q1306068	2	1	municipality	municipality	NN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1306068	2	2	covers	cover	VBZ	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000001	_YES_/0.000008
Q1306068	2	3	an	a	DT	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q1306068	2	4	area	area	NN	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000003	_YES_/0.000008
Q1306068	2	5	of	of	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1306068	2	6	,	,	,	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000009	_YES_/0.000007
Q1306068	2	7	and	and	CC	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000006	_YES_/0.000010
Q1306068	2	8	has	have	VBZ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000002
Q1306068	2	9	a	a	DT	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q1306068	2	10	population	population	NN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1306068	2	11	of	of	IN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q1306068	2	12	2,148	_num_	CD	NUMBER	O	O	O/0.999983	O/0.999983	_COMP_/0.000001	_YES_/0.000016
Q1306068	2	13	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1306068	2	14	as	as	RB	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000006	_YES_/0.000001
Q1306068	2	15	at	at	IN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000005	_YES_/0.000001
Q1306068	2	16	31	31	CD	DATE	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1306068	2	17	December	_propernoun_	NNP	DATE	O	O	O/0.999997	O/0.999997	_COMP_/0.000002	_YES_/0.000002
Q1306068	2	18	2007	2007	CD	DATE	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000001
Q1306068	2	19	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000004
Q1306068	2	20	.	.	.	O	O	O	O/0.999970	O/0.999970	_COMP_/0.000020	_YES_/0.000010

# 0.999820
Q169153	2	0	The	the	DT	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000005	_YES_/0.000009
Q169153	2	1	municipality	municipality	NN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q169153	2	2	covers	cover	VBZ	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000001	_YES_/0.000008
Q169153	2	3	an	a	DT	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q169153	2	4	area	area	NN	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000003	_YES_/0.000008
Q169153	2	5	of	of	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q169153	2	6	,	,	,	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000009	_YES_/0.000007
Q169153	2	7	and	and	CC	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000006	_YES_/0.000010
Q169153	2	8	has	have	VBZ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000002
Q169153	2	9	a	a	DT	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q169153	2	10	population	population	NN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q169153	2	11	of	of	IN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q169153	2	12	2,085	_num_	CD	NUMBER	O	O	O/0.999983	O/0.999983	_COMP_/0.000001	_YES_/0.000016
Q169153	2	13	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q169153	2	14	as	as	RB	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000006	_YES_/0.000001
Q169153	2	15	at	at	IN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000005	_YES_/0.000001
Q169153	2	16	1	1	CD	DATE	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q169153	2	17	January	_propernoun_	NNP	DATE	O	O	O/0.999997	O/0.999997	_COMP_/0.000002	_YES_/0.000002
Q169153	2	18	2007	2007	CD	DATE	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000001
Q169153	2	19	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000004
Q169153	2	20	.	.	.	O	O	O	O/0.999970	O/0.999970	_COMP_/0.000020	_YES_/0.000010

# 0.998946
Q1818220	2	0	It	_prp_	PRP	O	have	O	O/0.999744	O/0.999744	_COMP_/0.000060	_YES_/0.000196
Q1818220	2	1	has	have	VBZ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000000	_YES_/0.000001
Q1818220	2	2	around	around	IN	O	O	O	O/0.999952	O/0.999952	_COMP_/0.000008	_YES_/0.000039
Q1818220	2	3	1,200	_num_	CD	NUMBER	inhabitant	O	O/0.999426	O/0.999426	_COMP_/0.000019	_YES_/0.000555
Q1818220	2	4	inhabitants	inhabitant	NNS	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q1818220	2	5	.	.	.	O	O	O	O/0.999825	O/0.999825	_COMP_/0.000165	_YES_/0.000010

# 0.995809
Q405005	3	0	Getafe	_propernoun_	NNP	LOCATION	O	O	O/0.999984	O/0.999984	_COMP_/0.000006	_YES_/0.000010
Q405005	3	1	and	and	CC	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000003	_YES_/0.000002
Q405005	3	2	surrounding	surround	VBG	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000001	_YES_/0.000013
Q405005	3	3	areas	area	NNS	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q405005	3	4	suffered	suffer	VBD	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000004	_YES_/0.000011
Q405005	3	5	moderate-to-severe	moderate-to-severe	JJ	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000002	_YES_/0.000002
Q405005	3	6	damage	damage	NN	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000004	_YES_/0.000008
Q405005	3	7	to	to	TO	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000005
Q405005	3	8	houses	house	NNS	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000004
Q405005	3	9	,	,	,	O	O	O	O/0.999960	O/0.999960	_COMP_/0.000021	_YES_/0.000019
Q405005	3	10	churches	church	NNS	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q405005	3	11	,	,	,	O	O	O	O/0.999981	O/0.999981	_COMP_/0.000010	_YES_/0.000009
Q405005	3	12	and	and	CC	O	O	O	O/0.999974	O/0.999974	_COMP_/0.000007	_YES_/0.000019
Q405005	3	13	other	other	JJ	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000006
Q405005	3	14	structures	structure	NNS	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q405005	3	15	in	in	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000003
Q405005	3	16	the	the	DT	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q405005	3	17	2013	2013	CD	DATE	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q405005	3	18	Bohol	_propernoun_	NNP	LOCATION	O	O	O/0.999999	O/0.999999	_COMP_/0.000001	_YES_/0.000001
Q405005	3	19	earthquake	earthquake	NN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q405005	3	20	,	,	,	O	O	O	O/0.999981	O/0.999981	_COMP_/0.000010	_YES_/0.000009
Q405005	3	21	which	which	WDT	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000001	_YES_/0.000005
Q405005	3	22	caused	cause	VBD	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q405005	3	23	approximately	approximately	RB	O	O	O	O/0.999967	O/0.999967	_COMP_/0.000023	_YES_/0.000010
Q405005	3	24	130	_num_	CD	NUMBER	fatality	O	O/0.996159	O/0.996159	_COMP_/0.000064	_YES_/0.003777
Q405005	3	25	fatalities	fatality	NNS	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000003
Q405005	3	26	in	in	IN	O	O	O	O/0.999983	O/0.999983	_COMP_/0.000014	_YES_/0.000004
Q405005	3	27	total	total	NN	O	O	O	O/0.999983	O/0.999983	_COMP_/0.000012	_YES_/0.000005
Q405005	3	28	.	.	.	O	O	O	O/0.999940	O/0.999940	_COMP_/0.000046	_YES_/0.000014

# 0.969847
Q405005	4	0	Getafe	_propernoun_	NNP	LOCATION	O	O	O/0.999982	O/0.999982	_COMP_/0.000008	_YES_/0.000010
Q405005	4	1	comprises	comprise	VBZ	O	O	O	O/0.999246	O/0.999246	_COMP_/0.000726	_YES_/0.000028
Q405005	4	2	24	_num_	CD	NUMBER	barangay	_YES_	_YES_/0.971572	O/0.028370	_COMP_/0.000058	_YES_/0.971572
Q405005	4	3	barangays	barangay	NNS	O	O	O	O/0.999857	O/0.999857	_COMP_/0.000032	_YES_/0.000111
Q405005	4	4	:	:	:	O	O	O	O/0.999153	O/0.999153	_COMP_/0.000813	_YES_/0.000035

# 0.926453
Q5315929	2	0	,	,	,	O	O	O	O/0.999922	O/0.999922	_COMP_/0.000051	_YES_/0.000027
Q5315929	2	1	It	_prp_	PRP	O	have	O	O/0.999940	O/0.999940	_COMP_/0.000007	_YES_/0.000053
Q5315929	2	2	has	have	VBZ	O	O	O	O/0.999926	O/0.999926	_COMP_/0.000055	_YES_/0.000018
Q5315929	2	3	1	_num_	CD	NUMBER	community	O	O/0.929559	O/0.929559	_COMP_/0.000086	_YES_/0.070355
Q5315929	2	4	residential	residential	JJ	O	O	O	O/0.999964	O/0.999964	_COMP_/0.000005	_YES_/0.000030
Q5315929	2	5	community	community	NN	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000008	_YES_/0.000008
Q5315929	2	6	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999968	O/0.999968	_COMP_/0.000027	_YES_/0.000005
Q5315929	2	7	社区	社区	NN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q5315929	2	8	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000002
Q5315929	2	9	and	and	CC	O	O	O	O/0.999697	O/0.999697	_COMP_/0.000290	_YES_/0.000013
Q5315929	2	10	7	_num_	CD	NUMBER	village	O	O/0.997011	O/0.997011	_COMP_/0.000020	_YES_/0.002969
Q5315929	2	11	villages	village	NNS	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000000	_YES_/0.000001
Q5315929	2	12	under	under	IN	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000012	_YES_/0.000003
Q5315929	2	13	its	its	PRP$	O	O	O	O/0.999976	O/0.999976	_COMP_/0.000014	_YES_/0.000011
Q5315929	2	14	administration	administration	NN	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000003	_YES_/0.000006
Q5315929	2	15	.	.	.	O	O	O	O/0.999946	O/0.999946	_COMP_/0.000041	_YES_/0.000013

# 0.999750
Q1639532	1	1	Dalmatovsky_District	_propernoun_	NNP	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000006	_YES_/0.000009
Q1639532	1	2	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000000	_YES_/0.000001
Q1639532	1	3	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000001	_YES_/0.000008
Q1639532	1	4	is	be	VBZ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1639532	1	5	an	a	DT	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1639532	1	6	administrative	administrative	JJ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1639532	1	7	and	and	CC	O	O	O	O/0.999977	O/0.999977	_COMP_/0.000009	_YES_/0.000014
Q1639532	1	8	municipal	municipal	JJ	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000002	_YES_/0.000008
Q1639532	1	9	district	district	NN	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000003	_YES_/0.000006
Q1639532	1	10	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000003
Q1639532	1	11	raion	raion	NN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1639532	1	12	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1639532	1	13	,	,	,	O	O	O	O/0.999973	O/0.999973	_COMP_/0.000018	_YES_/0.000009
Q1639532	1	14	one	_num_	CD	NUMBER	O	O	O/0.999983	O/0.999983	_COMP_/0.000001	_YES_/0.000016
Q1639532	1	15	of	of	IN	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1639532	1	16	the	the	DT	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000005	_YES_/0.000003
Q1639532	1	17	twenty-four	_num_	CD	NUMBER	O	O	O/0.999944	O/0.999944	_COMP_/0.000006	_YES_/0.000050
Q1639532	1	18	in	in	IN	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000000	_YES_/0.000001
Q1639532	1	20	Kurgan_Oblast	_propernoun_	NNP	ORGANIZATION	O	O	O/0.999981	O/0.999981	_COMP_/0.000011	_YES_/0.000008
Q1639532	1	21	,	,	,	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000013	_YES_/0.000001
Q1639532	1	22	Russia	_propernoun_	NNP	LOCATION	O	O	O/0.999999	O/0.999999	_COMP_/0.000000	_YES_/0.000001
Q1639532	1	23	.	.	.	O	O	O	O/0.999983	O/0.999983	_COMP_/0.000010	_YES_/0.000006

# 0.998968
Q1639532	5	0	Population	_propernoun_	NNP	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000006	_YES_/0.000010
Q1639532	5	1	:	:	:	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1639532	5	2	35,176	_num_	CD	NUMBER	Census	O	O/0.999204	O/0.999204	_COMP_/0.000009	_YES_/0.000788
Q1639532	5	3	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1639532	5	4	2002	2002	CD	DATE	O	O	O/0.999945	O/0.999945	_COMP_/0.000049	_YES_/0.000006
Q1639532	5	5	Census	_propernoun_	NNP	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000004	_YES_/0.000001
Q1639532	5	6	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1639532	5	7	;	;	:	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1639532	5	8	The	the	DT	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000002
Q1639532	5	9	population	population	NN	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000003	_YES_/0.000006
Q1639532	5	10	of	of	IN	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000001	_YES_/0.000001
Q1639532	5	11	Dalmatovo	_propernoun_	NNP	LOCATION	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000004
Q1639532	5	12	accounts	account	NNS	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1639532	5	13	for	for	IN	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1639532	5	14	47.2	47.2	CD	PERCENT	O	O	O/0.999985	O/0.999985	_COMP_/0.000003	_YES_/0.000011
Q1639532	5	15	%	%	NN	PERCENT	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1639532	5	16	of	of	IN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1639532	5	17	the	the	DT	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q1639532	5	18	district	district	NN	O	O	O	O/0.999977	O/0.999977	_COMP_/0.000004	_YES_/0.000019
Q1639532	5	19	's	's	POS	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1639532	5	20	total	total	JJ	O	O	O	O/0.999982	O/0.999982	_COMP_/0.000003	_YES_/0.000015
Q1639532	5	21	population	population	NN	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000004	_YES_/0.000009
Q1639532	5	22	.	.	.	O	O	O	O/0.999962	O/0.999962	_COMP_/0.000030	_YES_/0.000007

# 0.927137
Q7982938	2	0	,	,	,	O	O	O	O/0.999922	O/0.999922	_COMP_/0.000051	_YES_/0.000027
Q7982938	2	1	it	_prp_	PRP	O	have	O	O/0.999936	O/0.999936	_COMP_/0.000011	_YES_/0.000054
Q7982938	2	2	has	have	VBZ	O	O	O	O/0.999304	O/0.999304	_COMP_/0.000543	_YES_/0.000154
Q7982938	2	3	29	_num_	CD	NUMBER	village	_YES_	_YES_/0.928193	O/0.071733	_COMP_/0.000074	_YES_/0.928193
Q7982938	2	4	villages	village	NNS	O	O	O	O/0.999862	O/0.999862	_COMP_/0.000017	_YES_/0.000122
Q7982938	2	5	under	under	IN	O	O	O	O/0.999979	O/0.999979	_COMP_/0.000012	_YES_/0.000009
Q7982938	2	6	its	its	PRP$	O	O	O	O/0.999976	O/0.999976	_COMP_/0.000014	_YES_/0.000011
Q7982938	2	7	administration	administration	NN	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000003	_YES_/0.000006
Q7982938	2	8	.	.	.	O	O	O	O/0.999946	O/0.999946	_COMP_/0.000041	_YES_/0.000013

# 0.922076
Q5613105	2	0	,	,	,	O	O	O	O/0.999922	O/0.999922	_COMP_/0.000051	_YES_/0.000027
Q5613105	2	1	it	_prp_	PRP	O	have	O	O/0.999940	O/0.999940	_COMP_/0.000007	_YES_/0.000053
Q5613105	2	2	has	have	VBZ	O	O	O	O/0.999926	O/0.999926	_COMP_/0.000055	_YES_/0.000018
Q5613105	2	3	8	_num_	CD	NUMBER	community	O	O/0.929559	O/0.929559	_COMP_/0.000086	_YES_/0.070355
Q5613105	2	4	residential	residential	JJ	O	O	O	O/0.999964	O/0.999964	_COMP_/0.000005	_YES_/0.000030
Q5613105	2	5	communities	community	NNS	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000008	_YES_/0.000008
Q5613105	2	6	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999968	O/0.999968	_COMP_/0.000027	_YES_/0.000005
Q5613105	2	7	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q5613105	2	8	and	and	CC	O	O	O	O/0.999327	O/0.999327	_COMP_/0.000664	_YES_/0.000009
Q5613105	2	9	103	_num_	CD	NUMBER	village	O	O/0.992289	O/0.992289	_COMP_/0.000026	_YES_/0.007684
Q5613105	2	10	villages	village	NNS	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q5613105	2	11	under	under	IN	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000012	_YES_/0.000003
Q5613105	2	12	its	its	PRP$	O	O	O	O/0.999976	O/0.999976	_COMP_/0.000014	_YES_/0.000011
Q5613105	2	13	administration	administration	NN	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000003	_YES_/0.000006
Q5613105	2	14	.	.	.	O	O	O	O/0.999946	O/0.999946	_COMP_/0.000041	_YES_/0.000013

# 0.999285
Q5613105	3	0	Access	access	NN	O	O	O	O/0.999975	O/0.999975	_COMP_/0.000009	_YES_/0.000015
Q5613105	3	1	to	to	TO	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q5613105	3	2	central	central	JJ	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000003	_YES_/0.000012
Q5613105	3	3	parts	part	NNS	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000005
Q5613105	3	4	of	of	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000002
Q5613105	3	5	Beijing	_propernoun_	NNP	LOCATION	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q5613105	3	6	is	be	VBZ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q5613105	3	7	provided	provide	VBN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000002
Q5613105	3	8	by	by	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q5613105	3	9	G45	g45	NN	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000002	_YES_/0.000012
Q5613105	3	10	Daqing	daqing	NN	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000003	_YES_/0.000006
Q5613105	3	11	--	--	:	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000004	_YES_/0.000006
Q5613105	3	13	Guangzhou_Expressway	_propernoun_	NNP	LOCATION	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
